"layer","level","class","id","metric","value"
1,"patch",0,49367,"area",0.81
1,"patch",0,49368,"area",2.43
1,"patch",0,49369,"area",2.43
1,"patch",0,49370,"area",0.81
1,"patch",0,49371,"area",0.81
1,"patch",0,49372,"area",0.81
1,"patch",0,49373,"area",0.81
1,"patch",0,49374,"area",0.81
1,"patch",0,49375,"area",2.43
1,"patch",0,49376,"area",2.43
1,"patch",0,49377,"area",0.81
1,"patch",0,49378,"area",3.24
1,"patch",0,49379,"area",0.81
1,"patch",0,49380,"area",0.81
1,"patch",0,49381,"area",15.39
1,"patch",0,49382,"area",1.62
1,"patch",0,49383,"area",0.81
1,"patch",0,49384,"area",5.67
1,"patch",0,49385,"area",1.62
1,"patch",0,49386,"area",1.62
1,"patch",0,49387,"area",0.81
1,"patch",0,49388,"area",5.67
1,"patch",0,49389,"area",6.48
1,"patch",0,49390,"area",0.81
1,"patch",0,49391,"area",95.58
1,"patch",0,49392,"area",2.43
1,"patch",0,49393,"area",0.81
1,"patch",0,49394,"area",2.43
1,"patch",0,49395,"area",0.81
1,"patch",0,49396,"area",2.43
1,"patch",0,49397,"area",9.72
1,"patch",0,49398,"area",4.86
1,"patch",0,49399,"area",0.81
1,"patch",0,49400,"area",4.05
1,"patch",0,49401,"area",0.81
1,"patch",0,49402,"area",0.81
1,"patch",0,49403,"area",0.81
1,"patch",0,49404,"area",2.43
1,"patch",0,49405,"area",0.81
1,"patch",0,49406,"area",0.81
1,"patch",0,49407,"area",4.86
1,"patch",0,49408,"area",2.43
1,"patch",0,49409,"area",0.81
1,"patch",0,49410,"area",0.81
1,"patch",0,49411,"area",0.81
1,"patch",0,49412,"area",4.86
1,"patch",0,49413,"area",4.86
1,"patch",0,49414,"area",0.81
1,"patch",0,49415,"area",0.81
1,"patch",0,49416,"area",0.81
1,"patch",0,49417,"area",1.62
1,"patch",0,49418,"area",1.62
1,"patch",0,49419,"area",12.15
1,"patch",0,49420,"area",0.81
1,"patch",0,49421,"area",0.81
1,"patch",0,49422,"area",0.81
1,"patch",0,49423,"area",1.62
1,"patch",0,49424,"area",3.24
1,"patch",0,49425,"area",0.81
1,"patch",0,49426,"area",0.81
1,"patch",0,49427,"area",4.05
1,"patch",0,49428,"area",2.43
1,"patch",0,49429,"area",5.67
1,"patch",0,49430,"area",5.67
1,"patch",0,49431,"area",0.81
1,"patch",0,49432,"area",0.81
1,"patch",0,49433,"area",1.62
1,"patch",0,49434,"area",0.81
1,"patch",0,49435,"area",0.81
1,"patch",0,49436,"area",0.81
1,"patch",0,49437,"area",1.62
1,"patch",0,49438,"area",0.81
1,"patch",0,49439,"area",0.81
1,"patch",0,49440,"area",0.81
1,"patch",0,49441,"area",4.86
1,"patch",0,49442,"area",0.81
1,"patch",0,49443,"area",0.81
1,"patch",0,49444,"area",1.62
1,"patch",0,49445,"area",0.81
1,"patch",0,49446,"area",0.81
1,"patch",0,49447,"area",0.81
1,"patch",0,49448,"area",0.81
1,"patch",0,49449,"area",0.81
1,"patch",0,49450,"area",1.62
1,"patch",0,49451,"area",3.24
1,"patch",0,49452,"area",0.81
1,"patch",0,49453,"area",0.81
1,"patch",0,49454,"area",1.62
1,"patch",0,49455,"area",0.81
1,"patch",0,49456,"area",8.1
1,"patch",0,49457,"area",0.81
1,"patch",0,49458,"area",0.81
1,"patch",0,49459,"area",24.3
1,"patch",0,49460,"area",2.43
1,"patch",0,49461,"area",0.81
1,"patch",0,49462,"area",12.96
1,"patch",0,49463,"area",4.05
1,"patch",0,49464,"area",16.2
1,"patch",0,49465,"area",1.62
1,"patch",0,49466,"area",0.81
1,"patch",0,49467,"area",3.24
1,"patch",0,49468,"area",0.81
1,"patch",0,49469,"area",17.01
1,"patch",0,49470,"area",0.81
1,"patch",0,49471,"area",0.81
1,"patch",0,49472,"area",0.81
1,"patch",0,49473,"area",0.81
1,"patch",0,49474,"area",0.81
1,"patch",0,49475,"area",12.15
1,"patch",0,49476,"area",0.81
1,"patch",0,49477,"area",0.81
1,"patch",0,49478,"area",0.81
1,"patch",0,49479,"area",4.05
1,"patch",0,49480,"area",0.81
1,"patch",0,49481,"area",8.1
1,"patch",0,49482,"area",0.81
1,"patch",0,49483,"area",0.81
1,"patch",0,49484,"area",2.43
1,"patch",0,49485,"area",1.62
1,"patch",0,49486,"area",2.43
1,"patch",0,49487,"area",0.81
1,"patch",0,49488,"area",0.81
1,"patch",0,49489,"area",3.24
1,"patch",0,49490,"area",0.81
1,"patch",0,49491,"area",0.81
1,"patch",0,49492,"area",8.1
1,"patch",0,49493,"area",4.05
1,"patch",0,49494,"area",0.81
1,"patch",0,49495,"area",5.67
1,"patch",0,49496,"area",2.43
1,"patch",0,49497,"area",1.62
1,"patch",0,49498,"area",0.81
1,"patch",0,49499,"area",0.81
1,"patch",0,49500,"area",4.86
1,"patch",0,49501,"area",1.62
1,"patch",0,49502,"area",1.62
1,"patch",0,49503,"area",3.24
1,"patch",0,49504,"area",4.05
1,"patch",0,49505,"area",0.81
1,"patch",0,49506,"area",0.81
1,"patch",0,49507,"area",0.81
1,"patch",0,49508,"area",1.62
1,"patch",0,49509,"area",0.81
1,"patch",0,49510,"area",1.62
1,"patch",0,49511,"area",0.81
1,"patch",0,49512,"area",0.81
1,"patch",0,49513,"area",0.81
1,"patch",0,49514,"area",18.63
1,"patch",0,49515,"area",12.96
1,"patch",0,49516,"area",1.62
1,"patch",0,49517,"area",0.81
1,"patch",0,49518,"area",0.81
1,"patch",0,49519,"area",1.62
1,"patch",0,49520,"area",3.24
1,"patch",0,49521,"area",0.81
1,"patch",0,49522,"area",0.81
1,"patch",0,49523,"area",2.43
1,"patch",0,49524,"area",0.81
1,"patch",0,49525,"area",0.81
1,"patch",0,49526,"area",7.29
1,"patch",0,49527,"area",0.81
1,"patch",0,49528,"area",2.43
1,"patch",0,49529,"area",0.81
1,"patch",0,49530,"area",38.88
1,"patch",0,49531,"area",2.43
1,"patch",0,49532,"area",0.81
1,"patch",0,49533,"area",0.81
1,"patch",0,49534,"area",0.81
1,"patch",0,49535,"area",1.62
1,"patch",0,49536,"area",0.81
1,"patch",0,49537,"area",27.54
1,"patch",0,49538,"area",0.81
1,"patch",0,49539,"area",2.43
1,"patch",0,49540,"area",131.22
1,"patch",0,49541,"area",12.96
1,"patch",0,49542,"area",2.43
1,"patch",0,49543,"area",2.43
1,"patch",0,49544,"area",0.81
1,"patch",0,49545,"area",0.81
1,"patch",0,49546,"area",0.81
1,"patch",0,49547,"area",1.62
1,"patch",0,49548,"area",7.29
1,"patch",0,49549,"area",1.62
1,"patch",0,49550,"area",0.81
1,"patch",0,49551,"area",0.81
1,"patch",0,49552,"area",1.62
1,"patch",0,49553,"area",28.35
1,"patch",0,49554,"area",2.43
1,"patch",0,49555,"area",0.81
1,"patch",0,49556,"area",0.81
1,"patch",0,49557,"area",7.29
1,"patch",0,49558,"area",0.81
1,"patch",0,49559,"area",2.43
1,"patch",0,49560,"area",68.85
1,"patch",0,49561,"area",0.81
1,"patch",0,49562,"area",4.05
1,"patch",0,49563,"area",4.86
1,"patch",0,49564,"area",5.67
1,"patch",0,49565,"area",0.81
1,"patch",0,49566,"area",3.24
1,"patch",0,49567,"area",1.62
1,"patch",0,49568,"area",3.24
1,"patch",0,49569,"area",0.81
1,"patch",0,49570,"area",2.43
1,"patch",0,49571,"area",11.34
1,"patch",0,49572,"area",0.81
1,"patch",0,49573,"area",0.81
1,"patch",0,49574,"area",0.81
1,"patch",0,49575,"area",1.62
1,"patch",0,49576,"area",0.81
1,"patch",0,49577,"area",0.81
1,"patch",0,49578,"area",1.62
1,"patch",0,49579,"area",5.67
1,"patch",0,49580,"area",0.81
1,"patch",0,49581,"area",0.81
1,"patch",0,49582,"area",2.43
1,"patch",0,49583,"area",0.81
1,"patch",0,49584,"area",0.81
1,"patch",0,49585,"area",23.49
1,"patch",0,49586,"area",0.81
1,"patch",0,49587,"area",0.81
1,"patch",0,49588,"area",0.81
1,"patch",0,49589,"area",2.43
1,"patch",0,49590,"area",9.72
1,"patch",0,49591,"area",0.81
1,"patch",0,49592,"area",3.24
1,"patch",0,49593,"area",1.62
1,"patch",0,49594,"area",7.29
1,"patch",0,49595,"area",1.62
1,"patch",0,49596,"area",3.24
1,"patch",0,49597,"area",0.81
1,"patch",0,49598,"area",0.81
1,"patch",0,49599,"area",0.81
1,"patch",0,49600,"area",1.62
1,"patch",0,49601,"area",3.24
1,"patch",0,49602,"area",1.62
1,"patch",0,49603,"area",0.81
1,"patch",0,49604,"area",26.73
1,"patch",0,49605,"area",13.77
1,"patch",0,49606,"area",14.58
1,"patch",0,49607,"area",4.86
1,"patch",0,49608,"area",0.81
1,"patch",0,49609,"area",1.62
1,"patch",0,49610,"area",1.62
1,"patch",0,49611,"area",0.81
1,"patch",0,49612,"area",14.58
1,"patch",0,49613,"area",0.81
1,"patch",0,49614,"area",6.48
1,"patch",0,49615,"area",0.81
1,"patch",0,49616,"area",3.24
1,"patch",0,49617,"area",1.62
1,"patch",0,49618,"area",48.6
1,"patch",0,49619,"area",1.62
1,"patch",0,49620,"area",148.23
1,"patch",0,49621,"area",0.81
1,"patch",0,49622,"area",0.81
1,"patch",0,49623,"area",4.05
1,"patch",0,49624,"area",2.43
1,"patch",0,49625,"area",0.81
1,"patch",0,49626,"area",7.29
1,"patch",0,49627,"area",5.67
1,"patch",0,49628,"area",10.53
1,"patch",0,49629,"area",0.81
1,"patch",0,49630,"area",0.81
1,"patch",0,49631,"area",4.05
1,"patch",0,49632,"area",0.81
1,"patch",0,49633,"area",0.81
1,"patch",0,49634,"area",0.81
1,"patch",0,49635,"area",0.81
1,"patch",0,49636,"area",4.05
1,"patch",0,49637,"area",0.81
1,"patch",0,49638,"area",3.24
1,"patch",0,49639,"area",2.43
1,"patch",0,49640,"area",4.05
1,"patch",0,49641,"area",0.81
1,"patch",0,49642,"area",0.81
1,"patch",0,49643,"area",0.81
1,"patch",0,49644,"area",1.62
1,"patch",0,49645,"area",1.62
1,"patch",0,49646,"area",0.81
1,"patch",0,49647,"area",19.44
1,"patch",0,49648,"area",26.73
1,"patch",0,49649,"area",2.43
1,"patch",0,49650,"area",0.81
1,"patch",0,49651,"area",2.43
1,"patch",0,49652,"area",7.29
1,"patch",0,49653,"area",2.43
1,"patch",0,49654,"area",0.81
1,"patch",0,49655,"area",0.81
1,"patch",0,49656,"area",4.05
1,"patch",0,49657,"area",0.81
1,"patch",0,49658,"area",0.81
1,"patch",0,49659,"area",8.1
1,"patch",0,49660,"area",1.62
1,"patch",0,49661,"area",8.1
1,"patch",0,49662,"area",0.81
1,"patch",0,49663,"area",0.81
1,"patch",0,49664,"area",0.81
1,"patch",0,49665,"area",0.81
1,"patch",0,49666,"area",2.43
1,"patch",0,49667,"area",0.81
1,"patch",0,49668,"area",5.67
1,"patch",0,49669,"area",0.81
1,"patch",0,49670,"area",4.05
1,"patch",0,49671,"area",2.43
1,"patch",0,49672,"area",1.62
1,"patch",0,49673,"area",1.62
1,"patch",0,49674,"area",1.62
1,"patch",0,49675,"area",0.81
1,"patch",0,49676,"area",0.81
1,"patch",0,49677,"area",0.81
1,"patch",0,49678,"area",0.81
1,"patch",0,49679,"area",49.41
1,"patch",0,49680,"area",0.81
1,"patch",0,49681,"area",0.81
1,"patch",0,49682,"area",2.43
1,"patch",0,49683,"area",34.02
1,"patch",0,49684,"area",1.62
1,"patch",0,49685,"area",1.62
1,"patch",0,49686,"area",3.24
1,"patch",0,49687,"area",0.81
1,"patch",0,49688,"area",0.81
1,"patch",0,49689,"area",1.62
1,"patch",0,49690,"area",1.62
1,"patch",0,49691,"area",1.62
1,"patch",0,49692,"area",3.24
1,"patch",0,49693,"area",0.81
1,"patch",0,49694,"area",1.62
1,"patch",0,49695,"area",2.43
1,"patch",0,49696,"area",0.81
1,"patch",0,49697,"area",6.48
1,"patch",0,49698,"area",0.81
1,"patch",0,49699,"area",0.81
1,"patch",0,49700,"area",5.67
1,"patch",0,49701,"area",4.05
1,"patch",0,49702,"area",21.06
1,"patch",0,49703,"area",0.81
1,"patch",0,49704,"area",3.24
1,"patch",0,49705,"area",0.81
1,"patch",0,49706,"area",2.43
1,"patch",0,49707,"area",0.81
1,"patch",0,49708,"area",24.3
1,"patch",0,49709,"area",0.81
1,"patch",0,49710,"area",0.81
1,"patch",0,49711,"area",0.81
1,"patch",0,49712,"area",0.81
1,"patch",0,49713,"area",1.62
1,"patch",0,49714,"area",0.81
1,"patch",0,49715,"area",1.62
1,"patch",0,49716,"area",0.81
1,"patch",0,49717,"area",10.53
1,"patch",0,49718,"area",0.81
1,"patch",0,49719,"area",0.81
1,"patch",0,49720,"area",1.62
1,"patch",0,49721,"area",0.81
1,"patch",0,49722,"area",0.81
1,"patch",0,49723,"area",1.62
1,"patch",0,49724,"area",4.05
1,"patch",0,49725,"area",1.62
1,"patch",0,49726,"area",9.72
1,"patch",0,49727,"area",1.62
1,"patch",0,49728,"area",10.53
1,"patch",0,49729,"area",9.72
1,"patch",0,49730,"area",0.81
1,"patch",0,49731,"area",0.81
1,"patch",0,49732,"area",21.87
1,"patch",0,49733,"area",0.81
1,"patch",0,49734,"area",1.62
1,"patch",0,49735,"area",0.81
1,"patch",0,49736,"area",0.81
1,"patch",0,49737,"area",2.43
1,"patch",0,49738,"area",2.43
1,"patch",0,49739,"area",1.62
1,"patch",0,49740,"area",7.29
1,"patch",0,49741,"area",4.86
1,"patch",0,49742,"area",0.81
1,"patch",0,49743,"area",0.81
1,"patch",0,49744,"area",1.62
1,"patch",0,49745,"area",0.81
1,"patch",0,49746,"area",0.81
1,"patch",0,49747,"area",15.39
1,"patch",0,49748,"area",0.81
1,"patch",0,49749,"area",0.81
1,"patch",0,49750,"area",1.62
1,"patch",0,49751,"area",0.81
1,"patch",0,49752,"area",0.81
1,"patch",0,49753,"area",3.24
1,"patch",0,49754,"area",2.43
1,"patch",0,49755,"area",1.62
1,"patch",0,49756,"area",0.81
1,"patch",0,49757,"area",1.62
1,"patch",0,49758,"area",4.05
1,"patch",0,49759,"area",16.2
1,"patch",0,49760,"area",1.62
1,"patch",0,49761,"area",1.62
1,"patch",0,49762,"area",12.15
1,"patch",0,49763,"area",0.81
1,"patch",0,49764,"area",1.62
1,"patch",0,49765,"area",55.89
1,"patch",0,49766,"area",0.81
1,"patch",0,49767,"area",1.62
1,"patch",0,49768,"area",294.03
1,"patch",0,49769,"area",0.81
1,"patch",0,49770,"area",4.86
1,"patch",0,49771,"area",2.43
1,"patch",0,49772,"area",6.48
1,"patch",0,49773,"area",0.81
1,"patch",0,49774,"area",1.62
1,"patch",0,49775,"area",0.81
1,"patch",0,49776,"area",8.91
1,"patch",0,49777,"area",0.81
1,"patch",0,49778,"area",1.62
1,"patch",0,49779,"area",0.81
1,"patch",0,49780,"area",1.62
1,"patch",0,49781,"area",0.81
1,"patch",0,49782,"area",4.86
1,"patch",0,49783,"area",2.43
1,"patch",0,49784,"area",0.81
1,"patch",0,49785,"area",0.81
1,"patch",0,49786,"area",12.96
1,"patch",0,49787,"area",0.81
1,"patch",0,49788,"area",0.81
1,"patch",0,49789,"area",0.81
1,"patch",0,49790,"area",4.86
1,"patch",0,49791,"area",17.01
1,"patch",0,49792,"area",3.24
1,"patch",0,49793,"area",0.81
1,"patch",0,49794,"area",4.86
1,"patch",0,49795,"area",6.48
1,"patch",0,49796,"area",0.81
1,"patch",0,49797,"area",0.81
1,"patch",0,49798,"area",0.81
1,"patch",0,49799,"area",4.05
1,"patch",0,49800,"area",8.91
1,"patch",0,49801,"area",0.81
1,"patch",0,49802,"area",0.81
1,"patch",0,49803,"area",0.81
1,"patch",0,49804,"area",4.86
1,"patch",0,49805,"area",0.81
1,"patch",0,49806,"area",0.81
1,"patch",0,49807,"area",0.81
1,"patch",0,49808,"area",1.62
1,"patch",0,49809,"area",0.81
1,"patch",0,49810,"area",2.43
1,"patch",0,49811,"area",3.24
1,"patch",0,49812,"area",1.62
1,"patch",0,49813,"area",0.81
1,"patch",0,49814,"area",0.81
1,"patch",0,49815,"area",1.62
1,"patch",0,49816,"area",0.81
1,"patch",0,49817,"area",0.81
1,"patch",0,49818,"area",0.81
1,"patch",0,49819,"area",0.81
1,"patch",0,49820,"area",0.81
1,"patch",0,49821,"area",0.81
1,"patch",0,49822,"area",0.81
1,"patch",0,49823,"area",0.81
1,"patch",0,49824,"area",1.62
1,"patch",0,49825,"area",1.62
1,"patch",0,49826,"area",4.86
1,"patch",0,49827,"area",0.81
1,"patch",0,49828,"area",2.43
1,"patch",0,49829,"area",18.63
1,"patch",0,49830,"area",5.67
1,"patch",0,49831,"area",0.81
1,"patch",0,49832,"area",14.58
1,"patch",0,49833,"area",0.81
1,"patch",0,49834,"area",7.29
1,"patch",0,49835,"area",0.81
1,"patch",0,49836,"area",0.81
1,"patch",0,49837,"area",0.81
1,"patch",0,49838,"area",2.43
1,"patch",0,49839,"area",2.43
1,"patch",0,49840,"area",3.24
1,"patch",0,49841,"area",29.97
1,"patch",0,49842,"area",3.24
1,"patch",0,49843,"area",0.81
1,"patch",0,49844,"area",0.81
1,"patch",0,49845,"area",1.62
1,"patch",0,49846,"area",0.81
1,"patch",0,49847,"area",12.15
1,"patch",0,49848,"area",4.05
1,"patch",0,49849,"area",0.81
1,"patch",0,49850,"area",34.02
1,"patch",0,49851,"area",0.81
1,"patch",0,49852,"area",2.43
1,"patch",0,49853,"area",1.62
1,"patch",0,49854,"area",4.05
1,"patch",0,49855,"area",0.81
1,"patch",0,49856,"area",0.81
1,"patch",0,49857,"area",0.81
1,"patch",0,49858,"area",2.43
1,"patch",0,49859,"area",1.62
1,"patch",0,49860,"area",2.43
1,"patch",0,49861,"area",3.24
1,"patch",0,49862,"area",1.62
1,"patch",0,49863,"area",3.24
1,"patch",0,49864,"area",0.81
1,"patch",0,49865,"area",2.43
1,"patch",0,49866,"area",0.81
1,"patch",0,49867,"area",0.81
1,"patch",0,49868,"area",12.96
1,"patch",0,49869,"area",6.48
1,"patch",0,49870,"area",0.81
1,"patch",0,49871,"area",0.81
1,"patch",0,49872,"area",7.29
1,"patch",0,49873,"area",1.62
1,"patch",0,49874,"area",5.67
1,"patch",0,49875,"area",0.81
1,"patch",0,49876,"area",0.81
1,"patch",0,49877,"area",0.81
1,"patch",0,49878,"area",1.62
1,"patch",0,49879,"area",0.81
1,"patch",0,49880,"area",34.02
1,"patch",0,49881,"area",1.62
1,"patch",0,49882,"area",1.62
1,"patch",0,49883,"area",0.81
1,"patch",0,49884,"area",7.29
1,"patch",0,49885,"area",1.62
1,"patch",0,49886,"area",0.81
1,"patch",0,49887,"area",0.81
1,"patch",0,49888,"area",4.05
1,"patch",0,49889,"area",0.81
1,"patch",0,49890,"area",1.62
1,"patch",0,49891,"area",0.81
1,"patch",0,49892,"area",1.62
1,"patch",0,49893,"area",0.81
1,"patch",0,49894,"area",0.81
1,"patch",0,49895,"area",0.81
1,"patch",0,49896,"area",0.81
1,"patch",0,49897,"area",3.24
1,"patch",0,49898,"area",0.81
1,"patch",0,49899,"area",0.81
1,"patch",0,49900,"area",0.81
1,"patch",0,49901,"area",0.81
1,"patch",0,49902,"area",0.81
1,"patch",0,49903,"area",0.81
1,"patch",0,49904,"area",6.48
1,"patch",0,49905,"area",2.43
1,"patch",0,49906,"area",0.81
1,"patch",0,49907,"area",1.62
1,"patch",0,49908,"area",1.62
1,"patch",0,49909,"area",2.43
1,"patch",0,49910,"area",0.81
1,"patch",0,49911,"area",1.62
1,"patch",0,49912,"area",0.81
1,"patch",0,49913,"area",1.62
1,"patch",0,49914,"area",12.15
1,"patch",0,49915,"area",0.81
1,"patch",0,49916,"area",0.81
1,"patch",0,49917,"area",2.43
1,"patch",0,49918,"area",3.24
1,"patch",0,49919,"area",4.05
1,"patch",0,49920,"area",2.43
1,"patch",0,49921,"area",0.81
1,"patch",0,49922,"area",0.81
1,"patch",0,49923,"area",0.81
1,"patch",0,49924,"area",0.81
1,"patch",0,49925,"area",1.62
1,"patch",0,49926,"area",0.81
1,"patch",0,49927,"area",28.35
1,"patch",0,49928,"area",1.62
1,"patch",0,49929,"area",2.43
1,"patch",0,49930,"area",0.81
1,"patch",0,49931,"area",0.81
1,"patch",0,49932,"area",0.81
1,"patch",0,49933,"area",0.81
1,"patch",0,49934,"area",0.81
1,"patch",0,49935,"area",8.91
1,"patch",0,49936,"area",1.62
1,"patch",0,49937,"area",0.81
1,"patch",0,49938,"area",1.62
1,"patch",0,49939,"area",0.81
1,"patch",0,49940,"area",0.81
1,"patch",0,49941,"area",1.62
1,"patch",0,49942,"area",5.67
1,"patch",0,49943,"area",1.62
1,"patch",0,49944,"area",0.81
1,"patch",0,49945,"area",3.24
1,"patch",0,49946,"area",8.91
1,"patch",0,49947,"area",0.81
1,"patch",0,49948,"area",0.81
1,"patch",0,49949,"area",0.81
1,"patch",0,49950,"area",0.81
1,"patch",0,49951,"area",0.81
1,"patch",0,49952,"area",1.62
1,"patch",0,49953,"area",3.24
1,"patch",0,49954,"area",1.62
1,"patch",0,49955,"area",0.81
1,"patch",0,49956,"area",0.81
1,"patch",0,49957,"area",0.81
1,"patch",0,49958,"area",0.81
1,"patch",0,49959,"area",0.81
1,"patch",0,49960,"area",2.43
1,"patch",0,49961,"area",47.79
1,"patch",0,49962,"area",2.43
1,"patch",0,49963,"area",2.43
1,"patch",0,49964,"area",0.81
1,"patch",0,49965,"area",2.43
1,"patch",0,49966,"area",0.81
1,"patch",0,49967,"area",0.81
1,"patch",0,49968,"area",0.81
1,"patch",0,49969,"area",4.86
1,"patch",0,49970,"area",1.62
1,"patch",0,49971,"area",2.43
1,"patch",0,49972,"area",0.81
1,"patch",0,49973,"area",0.81
1,"patch",0,49974,"area",19.44
1,"patch",0,49975,"area",2.43
1,"patch",0,49976,"area",0.81
1,"patch",0,49977,"area",0.81
1,"patch",0,49978,"area",17.82
1,"patch",0,49979,"area",5.67
1,"patch",0,49980,"area",0.81
1,"patch",0,49981,"area",2.43
1,"patch",0,49982,"area",1.62
1,"patch",0,49983,"area",0.81
1,"patch",0,49984,"area",23.49
1,"patch",0,49985,"area",1.62
1,"patch",0,49986,"area",0.81
1,"patch",0,49987,"area",0.81
1,"patch",0,49988,"area",0.81
1,"patch",0,49989,"area",0.81
1,"patch",0,49990,"area",0.81
1,"patch",0,49991,"area",0.81
1,"patch",0,49992,"area",1.62
1,"patch",0,49993,"area",0.81
1,"patch",0,49994,"area",0.81
1,"patch",0,49995,"area",0.81
1,"patch",0,49996,"area",23.49
1,"patch",0,49997,"area",0.81
1,"patch",0,49998,"area",12.96
1,"patch",0,49999,"area",0.81
1,"patch",0,50000,"area",0.81
1,"patch",0,50001,"area",7.29
1,"patch",0,50002,"area",0.81
1,"patch",0,50003,"area",3.24
1,"patch",0,50004,"area",1.62
1,"patch",0,50005,"area",5.67
1,"patch",0,50006,"area",0.81
1,"patch",0,50007,"area",0.81
1,"patch",0,50008,"area",1.62
1,"patch",0,50009,"area",0.81
1,"patch",0,50010,"area",0.81
1,"patch",0,50011,"area",0.81
1,"patch",0,50012,"area",1.62
1,"patch",0,50013,"area",0.81
1,"patch",0,50014,"area",1.62
1,"patch",0,50015,"area",20.25
1,"patch",0,50016,"area",0.81
1,"patch",0,50017,"area",0.81
1,"patch",0,50018,"area",0.81
1,"patch",0,50019,"area",5.67
1,"patch",0,50020,"area",1.62
1,"patch",0,50021,"area",0.81
1,"patch",0,50022,"area",0.81
1,"patch",0,50023,"area",0.81
1,"patch",0,50024,"area",0.81
1,"patch",0,50025,"area",2.43
1,"patch",0,50026,"area",0.81
1,"patch",0,50027,"area",1.62
1,"patch",0,50028,"area",0.81
1,"patch",0,50029,"area",0.81
1,"patch",0,50030,"area",0.81
1,"patch",0,50031,"area",4.05
1,"patch",0,50032,"area",0.81
1,"patch",0,50033,"area",2.43
1,"patch",0,50034,"area",22.68
1,"patch",0,50035,"area",4.86
1,"patch",0,50036,"area",3.24
1,"patch",0,50037,"area",0.81
1,"patch",0,50038,"area",23.49
1,"patch",0,50039,"area",0.81
1,"patch",0,50040,"area",0.81
1,"patch",0,50041,"area",11.34
1,"patch",0,50042,"area",0.81
1,"patch",0,50043,"area",0.81
1,"patch",0,50044,"area",1.62
1,"patch",0,50045,"area",0.81
1,"patch",0,50046,"area",2.43
1,"patch",0,50047,"area",0.81
1,"patch",0,50048,"area",0.81
1,"patch",0,50049,"area",12.15
1,"patch",0,50050,"area",0.81
1,"patch",0,50051,"area",0.81
1,"patch",0,50052,"area",0.81
1,"patch",0,50053,"area",2.43
1,"patch",0,50054,"area",0.81
1,"patch",0,50055,"area",0.81
1,"patch",0,50056,"area",2.43
1,"patch",0,50057,"area",7.29
1,"patch",0,50058,"area",0.81
1,"patch",0,50059,"area",0.81
1,"patch",0,50060,"area",0.81
1,"patch",0,50061,"area",1.62
1,"patch",0,50062,"area",0.81
1,"patch",0,50063,"area",0.81
1,"patch",0,50064,"area",0.81
1,"patch",0,50065,"area",4.05
1,"patch",0,50066,"area",0.81
1,"patch",0,50067,"area",0.81
1,"patch",0,50068,"area",0.81
1,"patch",0,50069,"area",0.81
1,"patch",0,50070,"area",8.1
1,"patch",0,50071,"area",2.43
1,"patch",0,50072,"area",1.62
1,"patch",0,50073,"area",0.81
1,"patch",0,50074,"area",13.77
1,"patch",0,50075,"area",0.81
1,"patch",0,50076,"area",0.81
1,"patch",0,50077,"area",0.81
1,"patch",0,50078,"area",3.24
1,"patch",0,50079,"area",1.62
1,"patch",0,50080,"area",1.62
1,"patch",0,50081,"area",3.24
1,"patch",0,50082,"area",0.81
1,"patch",0,50083,"area",0.81
1,"patch",0,50084,"area",0.81
1,"patch",0,50085,"area",2.43
1,"patch",0,50086,"area",2.43
1,"patch",0,50087,"area",1.62
1,"patch",0,50088,"area",0.81
1,"patch",0,50089,"area",1.62
1,"patch",0,50090,"area",4.86
1,"patch",0,50091,"area",3.24
1,"patch",0,50092,"area",17.82
1,"patch",0,50093,"area",0.81
1,"patch",0,50094,"area",0.81
1,"patch",0,50095,"area",0.81
1,"patch",0,50096,"area",5.67
1,"patch",0,50097,"area",0.81
1,"patch",0,50098,"area",0.81
1,"patch",0,50099,"area",0.81
1,"patch",0,50100,"area",0.81
1,"patch",0,50101,"area",0.81
1,"patch",0,50102,"area",2.43
1,"patch",0,50103,"area",15.39
1,"patch",0,50104,"area",0.81
1,"patch",0,50105,"area",0.81
1,"patch",0,50106,"area",0.81
1,"patch",0,50107,"area",0.81
1,"patch",0,50108,"area",0.81
1,"patch",0,50109,"area",1.62
1,"patch",0,50110,"area",0.81
1,"patch",0,50111,"area",0.81
1,"patch",0,50112,"area",3.24
1,"patch",0,50113,"area",1.62
1,"patch",0,50114,"area",2.43
1,"patch",0,50115,"area",1.62
1,"patch",0,50116,"area",0.81
1,"patch",0,50117,"area",0.81
1,"patch",0,50118,"area",4.86
1,"patch",0,50119,"area",0.81
1,"patch",0,50120,"area",2.43
1,"patch",0,50121,"area",0.81
1,"patch",0,50122,"area",0.81
1,"patch",0,50123,"area",0.81
1,"patch",0,50124,"area",0.81
1,"patch",0,50125,"area",0.81
1,"patch",0,50126,"area",0.81
1,"patch",0,50127,"area",0.81
1,"patch",0,50128,"area",0.81
1,"patch",0,50129,"area",0.81
1,"patch",0,50130,"area",289.98
1,"patch",0,50131,"area",6.48
1,"patch",0,50132,"area",4.05
1,"patch",0,50133,"area",0.81
1,"patch",0,50134,"area",0.81
1,"patch",0,50135,"area",0.81
1,"patch",0,50136,"area",0.81
1,"patch",0,50137,"area",0.81
1,"patch",0,50138,"area",2.43
1,"patch",0,50139,"area",0.81
1,"patch",0,50140,"area",74.52
1,"patch",0,50141,"area",0.81
1,"patch",0,50142,"area",4.05
