"","aspen.presence","aspen.prob","cell","x","y","tpi3","tpi15","hli","elev","pH","clay","om","thetas","ADI","PRATIO","DD_0","GSP","TD","RH"
"5182","1",0.87654322385788,14398965,349325,4513575,0.604883790016174,9.89500522613525,0.620917677879333,2676.44775390625,5.60958528518677,10.4485397338867,0.654954135417938,0.556277573108673,0.0364353731274605,0.391416132450104,973.385314941406,352.393371582031,22.1120510101318,50.9185638427734
"5183","1",0.0987654328346252,31371819,286685,4246275,-0.945299685001373,-22.1376323699951,0.851806044578552,2833.8349609375,6.28097295761108,16.3528156280518,0.354005336761475,0.52313494682312,0.067273810505867,0.512015461921692,739.557067871094,277.544586181641,21.6583347320557,50.9940643310547
"5184","1",1,38767002,284255,4129815,-0.44674813747406,-2.3694794178009,0.838792979717255,2545.27954101562,6.6156792640686,19.3440284729004,0.355199128389359,0.505729556083679,0.0589999258518219,0.484237134456635,446.422912597656,348.868438720703,22.031867980957,52.2810134887695
"5185","1",0.0123456791043282,34086693,309095,4203525,0.773870229721069,14.170581817627,0.685563921928406,3199.64501953125,6.48066520690918,20.7479839324951,0.425113350152969,0.530081450939178,0.0415290594100952,0.475722104310989,1029.76611328125,307.764221191406,19.8224334716797,46.5428619384766
"5186","1",0.604938268661499,37367725,365075,4151865,0.614129066467285,8.44890785217285,0.774552702903748,3270.12475585938,5.9815182685852,18.660717010498,0.295145362615585,0.54884535074234,0.0287293493747711,0.425486326217651,1070.88171386719,403.802978515625,19.6346416473389,50.7517204284668
"5187","1",0.92592591047287,20730537,291005,4413855,-0.129436165094376,2.68485021591187,0.623990058898926,2802.22509765625,6.35359477996826,20.7759990692139,0.716141879558563,0.529066145420074,0.0393612496554852,0.420670419931412,901.934204101562,354.058471679688,21.4635734558105,51.8684616088867
"5188","1",0.0123456791043282,17107947,355805,4470915,-0.377709418535233,-6.36934518814087,0.76319283246994,2857.88940429688,5.68010473251343,10.0754346847534,0.182820320129395,0.500011026859283,0.024995680898428,0.35253769159317,1016.04370117188,434.070251464844,21.7968692779541,51.8492965698242
"5189","1",0.123456791043282,47254449,344735,3996165,-0.643482565879822,-2.18208265304565,0.539458751678467,2545.49560546875,6.60764217376709,18.8098087310791,0.387502640485764,0.486998051404953,0.0681664347648621,0.530521869659424,353.817535400391,333.284637451172,20.2380409240723,54.6668853759766
"5190","1",0.839506149291992,34079754,198935,4203615,0.275559455156326,10.4195356369019,0.919577717781067,2760.0205078125,6.56723833084106,24.244592666626,0.805537700653076,0.535090923309326,0.0552532598376274,0.472452193498611,562.137390136719,320.796752929688,20.42112159729,49.957160949707
"5191","1",0.0617283955216408,18896716,353465,4442745,-1.32106637954712,-12.7686557769775,0.606468617916107,2857.2333984375,5.98362016677856,10.0978136062622,0.54764187335968,0.531970620155334,0.0420513786375523,0.427740037441254,1043.53210449219,315.63916015625,22.003116607666,48.9332160949707
"5192","1",0.790123462677002,24027769,261935,4361925,0.685981571674347,13.1680068969727,0.796016216278076,2689.69702148438,6.45409393310547,19.961051940918,0.725794792175293,0.539539635181427,0.0544977858662605,0.454737424850464,698.019836425781,319.154937744141,21.5992221832275,57.626838684082
"5193","1",1,21959208,286145,4394505,0.674332439899445,1.6028881072998,0.88685131072998,2924.21435546875,6.12075090408325,20.442834854126,1.14103126525879,0.536165058612823,0.0468703880906105,0.432146310806274,657.179809570312,341.9931640625,21.7579135894775,59.1333694458008
"5194","1",0.0123456791043282,35325703,206045,4183995,-1.4585794210434,-11.3098430633545,0.889333307743073,2595.64038085938,6.569411277771,24.2713527679443,0.783419072628021,0.539525628089905,0.0568579062819481,0.472418785095215,570.697570800781,307.023468017578,20.3682594299316,47.6708068847656
"5195","1",0.0246913582086563,11764423,355895,4555065,-0.427893936634064,-5.06563186645508,0.727809965610504,2624.6943359375,5.89213037490845,13.6987609863281,0.425307542085648,0.531788051128387,0.048257190734148,0.432985186576843,942.664611816406,311.514892578125,22.5591869354248,53.8515357971191
"5196","1",0.839506149291992,23827943,279845,4365075,-0.555686831474304,-7.14490795135498,0.716263115406036,2434.97265625,6.1303858757019,18.1412124633789,1.05349934101105,0.533832371234894,0.0670479163527489,0.471169620752335,537.82763671875,296.798858642578,22.3063850402832,55.7049446105957
"5197","1",0.0123456791043282,19290287,284705,4436535,1.62801420688629,32.1740760803223,0.824633121490479,2483.5244140625,6.43654203414917,17.6116180419922,0.71190345287323,0.523351967334747,0.0565341673791409,0.477387398481369,752.157836914062,312.355834960938,22.1308116912842,51.1827812194824
"5198","1",0.0123456791043282,20309003,414845,4420515,-0.010206344537437,-1.5583997964859,0.747362971305847,2991.89672851562,5.70350408554077,9.67336177825928,0.721090793609619,0.55975216627121,0.0437849536538124,0.489545732736588,972.596008300781,335.948699951172,20.6588668823242,54.153190612793
"5199","1",0.0123456791043282,39641628,305045,4116045,0.454381555318832,-0.941346108913422,0.7200927734375,2196.77368164062,7.03279685974121,46.3706665039062,0.0939606353640556,0.465058416128159,0.0797120854258537,0.4979607462883,408.037170410156,282.626098632812,23.3973617553711,47.4240646362305
"5200","1",0.0123456791043282,49786052,331955,3956295,0.798550546169281,11.4374761581421,0.548829853534698,2535.5537109375,6.6624870300293,7.97494554519653,0.336610943078995,0.468996316194534,0.0802132859826088,0.551808774471283,308.404907226562,308.053741455078,19.7287578582764,55.9183044433594
"5201","1",0.0493827164173126,19612311,463265,4431495,-1.75315129756927,-19.5498962402344,0.719915091991425,2286.80029296875,6.36353826522827,22.3730525970459,0.321048051118851,0.507528424263,0.0742579400539398,0.671720623970032,420.716644287109,362.703186035156,20.4132385253906,57.404125213623
"5202","1",1,39819184,340235,4113255,-0.703171730041504,-5.32187366485596,0.931068539619446,3022.65576171875,5.69889068603516,13.6978883743286,0.398494780063629,0.523479640483856,0.0366166569292545,0.414873749017715,810.6826171875,376.487426757812,20.4148864746094,54.981258392334
"5203","1",0.148148149251938,28320356,317915,4294335,-0.138693407177925,-2.19366335868835,0.758376240730286,2814.97583007812,6.20899629592896,20.6693801879883,0.445346623659134,0.542443454265594,0.0494863279163837,0.44068655371666,1005.3857421875,291.446075439453,22.5614604949951,48.3933792114258
"5204","1",0.864197552204132,39956312,337355,4111095,-0.110495455563068,2.0058491230011,0.83779501914978,2703.87890625,5.55282354354858,12.9617176055908,0.433338135480881,0.531306207180023,0.0547978021204472,0.453609347343445,637.679931640625,319.621490478516,21.6811828613281,51.2885131835938
"5205","1",0.666666686534882,15159969,431135,4501605,-1.20548045635223,-14.9544916152954,0.535086333751678,2595.8232421875,5.82893419265747,8.17609596252441,0.479847252368927,0.537738144397736,0.063536748290062,0.570703446865082,867.775634765625,287.897369384766,20.9793739318848,53.4501037597656
