"aspen.presence","aspen.prob","cell","x","y","tpi3","tpi15","hli","elev","pH","clay","om","thetas","ADI","PRATIO","GSPDD5","GSP","TD","DD_0","RH"
"0",0,3015958,463895,4692855,0.0351403839886189,-1.67918848991394,0.724997997283936,1994.46459960938,6.16064596176147,20.1433277130127,0.299965143203735,0.501388967037201,0.0862055942416191,0.672914862632751,575.396911621094,327.331573486328,24.1386337280273,574.1611328125,57.1917572021484
"0",0,19056281,312515,4440225,-0.00987916439771652,2.78498959541321,0.663445830345154,3082.78930664062,6.07861089706421,12.6060857772827,0.989367961883545,0.501139760017395,0.0277031753212214,0.390984803438187,343.052612304688,411.106658935547,21.3177471160889,1107.34350585938,50.686222076416
"0",0,33630245,376775,4210725,-0.149479225277901,-3.23941826820374,0.789486944675446,2908.6552734375,6.3067512512207,18.7994804382324,0.405966937541962,0.528926134109497,0.0645499154925346,0.583020031452179,351.395172119141,305.215545654297,22.173002243042,887.104370117188,47.9755821228027
"0",0,19273553,321695,4436805,0.50816947221756,1.56718719005585,0.803909003734589,3358.89965820312,6.26986789703369,14.9633102416992,0.537062108516693,0.520829558372498,0.0206838455051184,0.389422535896301,270.237976074219,458.671661376953,20.9525852203369,1337.87182617188,52.3181304931641
"0",0,20365452,351755,4419615,0.497302651405334,-2.12394785881042,0.813412070274353,2083.5224609375,7.63991022109985,16.2311019897461,0.111596301198006,0.496206045150757,0.136264532804489,0.624853670597076,341.991363525391,192.855133056641,25.612247467041,717.069152832031,43.5883865356445
"0",0,44740469,400535,4035765,-0.0741026327013969,0.804339826107025,0.675618886947632,2307.49584960938,7.09705781936646,19.2791557312012,0.0574577488005161,0.484751850366592,0.11405611038208,0.615385472774506,482.989654541016,241.600234985352,21.7828311920166,375.1376953125,50.7323951721191
"0",0,18857000,379475,4443375,-0.492675602436066,-5.70064353942871,0.746339321136475,2260.87670898438,7.14807271957397,14.4961624145508,0.363253563642502,0.502886474132538,0.119715645909309,0.623853445053101,282.642456054688,196.377136230469,25.7948913574219,960.378356933594,42.7663345336914
"0",0,32046985,358325,4235655,1.36229956150055,26.8306636810303,0.628241121768951,3199.869140625,6.08456373214722,18.388822555542,0.439811795949936,0.531147658824921,0.0603993088006973,0.509864628314972,267.715087890625,268.007843017578,22.4180870056152,1028.64880371094,50.101203918457
"0",0,20388780,393875,4419255,1.44045102596283,29.4613800048828,0.550920784473419,3085.36547851562,5.75959730148315,13.8921918869019,0.593006730079651,0.551322400569916,0.0537310279905796,0.507175087928772,282.780883789062,292.911102294922,21.6627788543701,998.638061523438,53.6365013122559
"0",0,47821705,477125,3987255,1.87664449214935,32.7275466918945,0.860207080841064,2458.83178710938,6.62377405166626,17.9000110626221,0.148099184036255,0.483915776014328,0.0799612179398537,0.715997040271759,644.880676269531,373.091217041016,18.8785572052002,323.980499267578,47.9452056884766
"0",0,45581471,481265,4022535,0.390862882137299,8.06009578704834,0.88982230424881,3197.12426757812,6.68043661117554,18.3456153869629,0.416674196720123,0.529009759426117,0.0451334863901138,0.610641479492188,440.781829833984,432.113616943359,18.4614372253418,679.448486328125,55.7211723327637
"0",0,33391080,454625,4214505,0.0204070266336203,0.171698316931725,0.725948214530945,2543.80444335938,6.64795351028442,14.5017395019531,0.462471157312393,0.479154825210571,0.0887620896100998,0.635062634944916,423.041961669922,280.591003417969,21.4037094116211,566.862609863281,48.2956695556641
